Name	NOC	City	Year	Sport	Event	Medal
Sauli Rytky	FIN	Sankt Moritz	1948	Cross Country Skiing	Cross Country Skiing Men's 4 x 10 kilometres Relay	Silver
Aino-Kaisa Saarinen	FIN	Torino	2006	Cross Country Skiing	Cross Country Skiing Women's Team Sprint	Bronze
Aino-Kaisa Saarinen	FIN	Vancouver	2010	Cross Country Skiing	Cross Country Skiing Women's 30 kilometres	Bronze
Aino-Kaisa Saarinen	FIN	Vancouver	2010	Cross Country Skiing	Cross Country Skiing Women's 4 x 5 kilometres Relay	Bronze
Aino-Kaisa Saarinen	FIN	Sochi	2014	Cross Country Skiing	Cross Country Skiing Women's 4 x 5 kilometres Relay	Silver
Aino-Kaisa Saarinen	FIN	Sochi	2014	Cross Country Skiing	Cross Country Skiing Women's Team Sprint	Silver
Mari Susanna Saarinen	FIN	Vancouver	2010	Ice Hockey	Ice Hockey Women's Ice Hockey	Bronze
Simo Olavi Saarinen	FIN	Calgary	1988	Ice Hockey	Ice Hockey Men's Ice Hockey	Silver
Veli Selim Saarinen	FIN	Lake Placid	1932	Cross Country Skiing	Cross Country Skiing Men's 18 kilometres	Bronze
Veli Selim Saarinen	FIN	Lake Placid	1932	Cross Country Skiing	Cross Country Skiing Men's 50 kilometres	Gold
Martina Sblkov	CZE	Vancouver	2010	Speed Skating	Speed Skating Women's 1,500 metres	Bronze
Martina Sblkov	CZE	Vancouver	2010	Speed Skating	Speed Skating Women's 3,000 metres	Gold
Martina Sblkov	CZE	Vancouver	2010	Speed Skating	Speed Skating Women's 5,000 metres	Gold
Martina Sblkov	CZE	Sochi	2014	Speed Skating	Speed Skating Women's 3,000 metres	Silver
Martina Sblkov	CZE	Sochi	2014	Speed Skating	Speed Skating Women's 5,000 metres	Gold
Jozef Sabovk	TCH	Sarajevo	1984	Figure Skating	Figure Skating Men's Singles	Bronze
Evi Sachenbacher-Stehle	GER	Salt Lake City	2002	Cross Country Skiing	Cross Country Skiing Women's Sprint	Silver
Evi Sachenbacher-Stehle	GER	Salt Lake City	2002	Cross Country Skiing	Cross Country Skiing Women's 4 x 5 kilometres Relay	Gold
Evi Sachenbacher-Stehle	GER	Torino	2006	Cross Country Skiing	Cross Country Skiing Women's 4 x 5 kilometres Relay	Silver
Evi Sachenbacher-Stehle	GER	Vancouver	2010	Cross Country Skiing	Cross Country Skiing Women's 4 x 5 kilometres Relay	Silver
Evi Sachenbacher-Stehle	GER	Vancouver	2010	Cross Country Skiing	Cross Country Skiing Women's Team Sprint	Gold
Rinnat Ibragimovich Safin	URS	Sapporo	1972	Biathlon	Biathlon Men's 4 x 7.5 kilometres Relay	Gold
Einar Sagstuen	NOR	Innsbruck	1976	Cross Country Skiing	Cross Country Skiing Men's 4 x 10 kilometres Relay	Silver
Anton Engelbert ""Toni"" Sailer	AUT	Cortina d'Ampezzo	1956	Alpine Skiing	Alpine Skiing Men's Downhill	Gold
Anton Engelbert ""Toni"" Sailer	AUT	Cortina d'Ampezzo	1956	Alpine Skiing	Alpine Skiing Men's Giant Slalom	Gold
Anton Engelbert ""Toni"" Sailer	AUT	Cortina d'Ampezzo	1956	Alpine Skiing	Alpine Skiing Men's Slalom	Gold
Ralph E. Saint Germain	CAN	Garmisch-Partenkirchen	1936	Ice Hockey	Ice Hockey Men's Ice Hockey	Silver
Esko Raimo Saira	FIN	Sapporo	1972	Biathlon	Biathlon Men's 4 x 7.5 kilometres Relay	Silver
Esko Raimo Saira	FIN	Innsbruck	1976	Biathlon	Biathlon Men's 4 x 7.5 kilometres Relay	Silver
Hiroya Saito	JPN	Nagano	1998	Ski Jumping	Ski Jumping Men's Large Hill, Team	Gold
Jaroslav Sakala	TCH	Albertville	1992	Ski Jumping	Ski Jumping Men's Large Hill, Team	Bronze
Vladimir Nikolayevich Sakhnov	URS	Calgary	1988	Cross Country Skiing	Cross Country Skiing Men's 4 x 10 kilometres Relay	Silver
Joseph Steven ""Joe"" Sakic	CAN	Salt Lake City	2002	Ice Hockey	Ice Hockey Men's Ice Hockey	Gold
Jamie Rae Sal (-Pelletier)	CAN	Salt Lake City	2002	Figure Skating	Figure Skating Mixed Pairs	Gold
Andrs Sallay	HUN	Lake Placid	1980	Figure Skating	Figure Skating Mixed Ice Dancing	Silver
Sakari Jalmari Salminen	FIN	Sochi	2014	Ice Hockey	Ice Hockey Men's Ice Hockey	Bronze
Algimantas alna	URS	Sarajevo	1984	Biathlon	Biathlon Men's 4 x 7.5 kilometres Relay	Gold
Pivi Anneli Salo	FIN	Nagano	1998	Ice Hockey	Ice Hockey Women's Ice Hockey	Bronze
Sami Sakari Salo	FIN	Torino	2006	Ice Hockey	Ice Hockey Men's Ice Hockey	Silver
Sami Sakari Salo	FIN	Vancouver	2010	Ice Hockey	Ice Hockey Men's Ice Hockey	Bronze
Sami Sakari Salo	FIN	Sochi	2014	Ice Hockey	Ice Hockey Men's Ice Hockey	Bronze
Teemu Matti Tapani Salo	FIN	Torino	2006	Curling	Curling Men's Curling	Silver
Tommy Mikael Salo	SWE	Lillehammer	1994	Ice Hockey	Ice Hockey Men's Ice Hockey	Gold
Toivo Kostia Salonen	FIN	Cortina d'Ampezzo	1956	Speed Skating	Speed Skating Men's 1,500 metres	Bronze
Urs Salzmann	SUI	Sarajevo	1984	Bobsleigh	Bobsleigh Men's Four	Bronze
Eva Samkov	CZE	Sochi	2014	Snowboarding	Snowboarding Women's Boardercross	Gold
George Samolenko	CAN	Squaw Valley	1960	Ice Hockey	Ice Hockey Men's Ice Hockey	Silver
Edward Horace ""Ed"" Sampson	USA	Cortina d'Ampezzo	1956	Ice Hockey	Ice Hockey Men's Ice Hockey	Silver
Sergey Viktorovich Samsonov	RUS	Salt Lake City	2002	Ice Hockey	Ice Hockey Men's Ice Hockey	Bronze
Evelina Louise Samuelsson	SWE	Salt Lake City	2002	Ice Hockey	Ice Hockey Women's Ice Hockey	Bronze
Anders Gunnar Samuelsson	SWE	Cortina d'Ampezzo	1956	Cross Country Skiing	Cross Country Skiing Men's 4 x 10 kilometres Relay	Bronze
Karl Mikael Samuelsson	SWE	Torino	2006	Ice Hockey	Ice Hockey Men's Ice Hockey	Gold
Alf Tommy Samuelsson	SWE	Lake Placid	1980	Ice Hockey	Ice Hockey Men's Ice Hockey	Bronze
Alf Tommy Samuelsson	SWE	Calgary	1988	Ice Hockey	Ice Hockey Men's Ice Hockey	Bronze
Stle Sandbech	NOR	Sochi	2014	Snowboarding	Snowboarding Men's Slopestyle	Silver
Tom Sandberg	NOR	Sarajevo	1984	Nordic Combined	Nordic Combined Men's Individual	Gold
Franklyn Bonn ""Frank"" Sanders, Jr.	USA	Sapporo	1972	Ice Hockey	Ice Hockey Men's Ice Hockey	Silver
Olof rjan Sandler	SWE	Grenoble	1968	Speed Skating	Speed Skating Men's 10,000 metres	Bronze
Tomas Sandstrm	SWE	Sarajevo	1984	Ice Hockey	Ice Hockey Men's Ice Hockey	Bronze
Ulf Hendry Sandstrm	SWE	Calgary	1988	Ice Hockey	Ice Hockey Men's Ice Hockey	Bronze
Ippolito Sanfratello	ITA	Torino	2006	Speed Skating	Speed Skating Men's Team Pursuit (8 laps)	Gold
Craig Brian Sarner	USA	Sapporo	1972	Ice Hockey	Ice Hockey Men's Ice Hockey	Silver
Tae Satoya	JPN	Nagano	1998	Freestyle Skiing	Freestyle Skiing Women's Moguls	Gold
Tae Satoya	JPN	Salt Lake City	2002	Freestyle Skiing	Freestyle Skiing Women's Moguls	Bronze
Jean Marlene Saubert	USA	Innsbruck	1964	Alpine Skiing	Alpine Skiing Women's Giant Slalom	Silver
Jean Marlene Saubert	USA	Innsbruck	1964	Alpine Skiing	Alpine Skiing Women's Slalom	Bronze
Lotte Nicolien Sauerbreij	NED	Vancouver	2010	Snowboarding	Snowboarding Women's Parallel Giant Slalom	Gold
Brian Savage	CAN	Lillehammer	1994	Ice Hockey	Ice Hockey Men's Ice Hockey	Silver
Allin Paul Savage	CAN	Nagano	1998	Curling	Curling Men's Curling	Silver
Sergey Petrovich Savelyev	URS	Innsbruck	1976	Cross Country Skiing	Cross Country Skiing Men's 30 kilometres	Gold
Sergey Petrovich Savelyev	URS	Innsbruck	1976	Cross Country Skiing	Cross Country Skiing Men's 4 x 10 kilometres Relay	Bronze
Jaana Maarit Savolainen	FIN	Calgary	1988	Cross Country Skiing	Cross Country Skiing Women's 4 x 5 kilometres Relay	Bronze
Aljona Sawtchenko	GER	Vancouver	2010	Figure Skating	Figure Skating Mixed Pairs	Bronze
Aljona Sawtchenko	GER	Sochi	2014	Figure Skating	Figure Skating Mixed Pairs	Bronze
Lasse Stre	NOR	Salt Lake City	2002	Speed Skating	Speed Skating Men's 10,000 metres	Bronze
Bedich erban	TCH	Albertville	1992	Ice Hockey	Ice Hockey Men's Ice Hockey	Bronze
Andreas Schaad	SUI	Calgary	1988	Nordic Combined	Nordic Combined Men's Team	Silver
Andreas Schaad	SUI	Lillehammer	1994	Nordic Combined	Nordic Combined Men's Team	Bronze
Franz Schachner	AUT	Innsbruck	1976	Luge	Luge Mixed (Men)'s Doubles	Bronze
Karl Martin Alois Schfer	AUT	Lake Placid	1932	Figure Skating	Figure Skating Men's Singles	Gold
Karl Martin Alois Schfer	AUT	Garmisch-Partenkirchen	1936	Figure Skating	Figure Skating Men's Singles	Gold
Erich Schrer	SUI	Innsbruck	1976	Bobsleigh	Bobsleigh Men's Two	Bronze
Erich Schrer	SUI	Innsbruck	1976	Bobsleigh	Bobsleigh Men's Four	Silver
Erich Schrer	SUI	Lake Placid	1980	Bobsleigh	Bobsleigh Men's Two	Gold
Erich Schrer	SUI	Lake Placid	1980	Bobsleigh	Bobsleigh Men's Four	Silver
Dietmar Schauerhammer	GDR	Sarajevo	1984	Bobsleigh	Bobsleigh Men's Two	Gold
Dietmar Schauerhammer	GDR	Sarajevo	1984	Bobsleigh	Bobsleigh Men's Four	Gold
Dietmar Schauerhammer	GDR	Calgary	1988	Bobsleigh	Bobsleigh Men's Four	Silver
Molly Patricia Schaus	USA	Vancouver	2010	Ice Hockey	Ice Hockey Women's Ice Hockey	Silver
Molly Patricia Schaus	USA	Sochi	2014	Ice Hockey	Ice Hockey Women's Ice Hockey	Silver
Wolfgang Scheidel	GDR	Sapporo	1972	Luge	Luge Men's Singles	Gold
Florence Schelling	SUI	Sochi	2014	Ice Hockey	Ice Hockey Women's Ice Hockey	Bronze
Simon Schempp	GER	Sochi	2014	Biathlon	Biathlon Men's 4 x 7.5 kilometres Relay	Silver
Adrie ""Ard"" Schenk	NED	Grenoble	1968	Speed Skating	Speed Skating Men's 1,500 metres	Silver
Adrie ""Ard"" Schenk	NED	Sapporo	1972	Speed Skating	Speed Skating Men's 1,500 metres	Gold
Adrie ""Ard"" Schenk	NED	Sapporo	1972	Speed Skating	Speed Skating Men's 5,000 metres	Gold
Adrie ""Ard"" Schenk	NED	Sapporo	1972	Speed Skating	Speed Skating Men's 10,000 metres	Gold
Franziska Michaela Schenk	GER	Lillehammer	1994	Speed Skating	Speed Skating Women's 500 metres	Bronze
Eduard Scherrer	SUI	Chamonix	1924	Bobsleigh	Bobsleigh Men's Four/Five	Gold
Andreas Schifferer	AUT	Salt Lake City	2002	Alpine Skiing	Alpine Skiing Men's Super G	Bronze
Marlies Schild (-Raich)	AUT	Torino	2006	Alpine Skiing	Alpine Skiing Women's Slalom	Bronze
Marlies Schild (-Raich)	AUT	Torino	2006	Alpine Skiing	Alpine Skiing Women's Combined	Silver
Marlies Schild (-Raich)	AUT	Vancouver	2010	Alpine Skiing	Alpine Skiing Women's Slalom	Silver
Marlies Schild (-Raich)	AUT	Sochi	2014	Alpine Skiing	Alpine Skiing Women's Slalom	Silver
Martina Schild	SUI	Torino	2006	Alpine Skiing	Alpine Skiing Women's Downhill	Silver
Lorenz Schindelholz	SUI	Albertville	1992	Bobsleigh	Bobsleigh Men's Four	Bronze
Thorleif Schjelderup	NOR	Sankt Moritz	1948	Ski Jumping	Ski Jumping Men's Normal Hill, Individual	Bronze
Alfred Schlppi	SUI	Chamonix	1924	Bobsleigh	Bobsleigh Men's Four/Five	Gold
Heinrich Schlppi	SUI	Chamonix	1924	Bobsleigh	Bobsleigh Men's Four/Five	Gold
Bradley Wilfred ""Brad"" Schlegel	CAN	Albertville	1992	Ice Hockey	Ice Hockey Men's Ice Hockey	Silver
Bradley Wilfred ""Brad"" Schlegel	CAN	Lillehammer	1994	Ice Hockey	Ice Hockey Men's Ice Hockey	Silver
Anne Kathryn Schleper	USA	Sochi	2014	Ice Hockey	Ice Hockey Women's Ice Hockey	Silver
Peter Schlickenrieder	GER	Salt Lake City	2002	Cross Country Skiing	Cross Country Skiing Men's Sprint	Silver
Gregor Schlierenzauer	AUT	Vancouver	2010	Ski Jumping	Ski Jumping Men's Normal Hill, Individual	Bronze
Gregor Schlierenzauer	AUT	Vancouver	2010	Ski Jumping	Ski Jumping Men's Large Hill, Individual	Bronze
Gregor Schlierenzauer	AUT	Vancouver	2010	Ski Jumping	Ski Jumping Men's Large Hill, Team	Gold
Gregor Schlierenzauer	AUT	Sochi	2014	Ski Jumping	Ski Jumping Men's Large Hill, Team	Silver
Alois Schloder	FRG	Innsbruck	1976	Ice Hockey	Ice Hockey Men's Ice Hockey	Bronze
Hedy Schlunegger (-Kaufmann)	SUI	Sankt Moritz	1948	Alpine Skiing	Alpine Skiing Women's Downhill	Gold
Andreas Schltter	GER	Salt Lake City	2002	Cross Country Skiing	Cross Country Skiing Men's 4 x 10 kilometres Relay	Bronze
Andreas Schltter	GER	Torino	2006	Cross Country Skiing	Cross Country Skiing Men's 4 x 10 kilometres Relay	Silver
Manfred Schmid	AUT	Grenoble	1968	Luge	Luge Men's Singles	Gold
Manfred Schmid	AUT	Grenoble	1968	Luge	Luge Mixed (Men)'s Doubles	Silver
Michael ""Mike"" Schmid	SUI	Vancouver	2010	Freestyle Skiing	Freestyle Skiing Men's Ski Cross	Gold
Rudolf Schmid	AUT	Innsbruck	1976	Luge	Luge Mixed (Men)'s Doubles	Bronze
Jennifer Lynn ""Jenny"" Schmidgall-Potter	USA	Nagano	1998	Ice Hockey	Ice Hockey Women's Ice Hockey	Gold
Jennifer Lynn ""Jenny"" Schmidgall-Potter	USA	Salt Lake City	2002	Ice Hockey	Ice Hockey Women's Ice Hockey	Silver
Jennifer Lynn ""Jenny"" Schmidgall-Potter	USA	Torino	2006	Ice Hockey	Ice Hockey Women's Ice Hockey	Bronze
Jennifer Lynn ""Jenny"" Schmidgall-Potter	USA	Vancouver	2010	Ice Hockey	Ice Hockey Women's Ice Hockey	Silver
Bettina Schmidt (-Neumann)	GDR	Sarajevo	1984	Luge	Luge Women's Singles	Silver
Cerstin Schmidt (-Almonat)	GDR	Calgary	1988	Luge	Luge Women's Singles	Bronze
Markus Schmidt	AUT	Albertville	1992	Luge	Luge Men's Singles	Bronze
Rainer Schmidt	GDR	Sapporo	1972	Ski Jumping	Ski Jumping Men's Large Hill, Individual	Bronze
Sandra Marie Schmirler (-Peterson-)	CAN	Nagano	1998	Curling	Curling Women's Curling	Gold
Martin Schmitt	GER	Nagano	1998	Ski Jumping	Ski Jumping Men's Large Hill, Team	Silver
Martin Schmitt	GER	Salt Lake City	2002	Ski Jumping	Ski Jumping Men's Large Hill, Team	Gold
Martin Schmitt	GER	Vancouver	2010	Ski Jumping	Ski Jumping Men's Large Hill, Team	Silver
Christina ""Christa"" Schmuck	FRG	Grenoble	1968	Luge	Luge Women's Singles	Silver
Karl Schnabl	AUT	Innsbruck	1976	Ski Jumping	Ski Jumping Men's Normal Hill, Individual	Bronze
Karl Schnabl	AUT	Innsbruck	1976	Ski Jumping	Ski Jumping Men's Large Hill, Individual	Gold
William Conrad ""Buzz"" Schneider	USA	Lake Placid	1980	Ice Hockey	Ice Hockey Men's Ice Hockey	Gold
Othmar Schneider	AUT	Oslo	1952	Alpine Skiing	Alpine Skiing Men's Downhill	Silver
Othmar Schneider	AUT	Oslo	1952	Alpine Skiing	Alpine Skiing Men's Slalom	Gold
Verena ""Vreni"" Schneider	SUI	Calgary	1988	Alpine Skiing	Alpine Skiing Women's Giant Slalom	Gold
Verena ""Vreni"" Schneider	SUI	Calgary	1988	Alpine Skiing	Alpine Skiing Women's Slalom	Gold
Verena ""Vreni"" Schneider	SUI	Lillehammer	1994	Alpine Skiing	Alpine Skiing Women's Giant Slalom	Bronze
Verena ""Vreni"" Schneider	SUI	Lillehammer	1994	Alpine Skiing	Alpine Skiing Women's Slalom	Gold
Verena ""Vreni"" Schneider	SUI	Lillehammer	1994	Alpine Skiing	Alpine Skiing Women's Combined	Silver
Anja Schneiderheinze (-Stckel)	GER	Torino	2006	Bobsleigh	Bobsleigh Women's Two	Gold
Manfred Schnelldorfer	GER	Innsbruck	1964	Figure Skating	Figure Skating Men's Singles	Gold
Philipp Schoch	SUI	Salt Lake City	2002	Snowboarding	Snowboarding Men's Parallel Giant Slalom	Gold
Philipp Schoch	SUI	Torino	2006	Snowboarding	Snowboarding Men's Parallel Giant Slalom	Gold
Simon Schoch	SUI	Torino	2006	Snowboarding	Snowboarding Men's Parallel Giant Slalom	Silver
Ren Schfisch	GDR	Sarajevo	1984	Speed Skating	Speed Skating Men's 5,000 metres	Bronze
Ren Schfisch	GDR	Sarajevo	1984	Speed Skating	Speed Skating Men's 10,000 metres	Bronze
George Francis J. Scholes	CAN	Cortina d'Ampezzo	1956	Ice Hockey	Ice Hockey Men's Ice Hockey	Bronze
Lilly Scholz (-Gaillard)	AUT	Sankt Moritz	1928	Figure Skating	Figure Skating Mixed Pairs	Silver
Horst Schnau	GDR	Lake Placid	1980	Bobsleigh	Bobsleigh Men's Four	Bronze
Andreas ""Sonny"" Schnbchler	SUI	Lillehammer	1994	Freestyle Skiing	Freestyle Skiing Men's Aerials	Gold
Rainer Schnfelder	AUT	Torino	2006	Alpine Skiing	Alpine Skiing Men's Slalom	Bronze
Rainer Schnfelder	AUT	Torino	2006	Alpine Skiing	Alpine Skiing Men's Combined	Bronze
Regina Schpf (-Bacher)	AUT	Cortina d'Ampezzo	1956	Alpine Skiing	Alpine Skiing Women's Slalom	Silver
Karl Schranz	AUT	Innsbruck	1964	Alpine Skiing	Alpine Skiing Men's Giant Slalom	Silver
Wallace E. ""Wally"" Schreiber	CAN	Albertville	1992	Ice Hockey	Ice Hockey Men's Ice Hockey	Silver
Wallace E. ""Wally"" Schreiber	CAN	Lillehammer	1994	Ice Hockey	Ice Hockey Men's Ice Hockey	Silver
Reginald John ""Reg"" Schroeter	CAN	Sankt Moritz	1948	Ice Hockey	Ice Hockey Men's Ice Hockey	Gold
Thomas Schroll	AUT	Albertville	1992	Bobsleigh	Bobsleigh Men's Four	Gold
Karl Schrott	AUT	Lake Placid	1980	Luge	Luge Mixed (Men)'s Doubles	Bronze
Martin Schrttle	GER	Lake Placid	1932	Ice Hockey	Ice Hockey Men's Ice Hockey	Bronze
Beatrix ""Trixi"" Schuba	AUT	Sapporo	1972	Figure Skating	Figure Skating Women's Singles	Gold
Otto Schubiger	SUI	Sankt Moritz	1948	Ice Hockey	Ice Hockey Men's Ice Hockey	Bronze
Bill Schuffenhauer	USA	Salt Lake City	2002	Bobsleigh	Bobsleigh Men's Four	Silver
Laura Lynne Schuler	CAN	Nagano	1998	Ice Hockey	Ice Hockey Women's Ice Hockey	Silver
Manfred Schumann	FRG	Innsbruck	1976	Bobsleigh	Bobsleigh Men's Two	Silver
Manfred Schumann	FRG	Innsbruck	1976	Bobsleigh	Bobsleigh Men's Four	Bronze
Margit Schumann (-Esmarch)	GDR	Sapporo	1972	Luge	Luge Women's Singles	Bronze
Margit Schumann (-Esmarch)	GDR	Innsbruck	1976	Luge	Luge Women's Singles	Gold
Walter Schuster	AUT	Cortina d'Ampezzo	1956	Alpine Skiing	Alpine Skiing Men's Giant Slalom	Bronze
Johanna ""Ans"" Schut (-Boekema)	NED	Grenoble	1968	Speed Skating	Speed Skating Women's 3,000 metres	Gold
Thomas Schwab	FRG	Calgary	1988	Luge	Luge Mixed (Men)'s Doubles	Bronze
Andreas ""Andi"" Schwaller	SUI	Salt Lake City	2002	Curling	Curling Men's Curling	Bronze
Christof Schwaller	SUI	Salt Lake City	2002	Curling	Curling Men's Curling	Bronze
Balthasar Schwarm	FRG	Innsbruck	1976	Luge	Luge Mixed (Men)'s Doubles	Silver
Hubert Schwarz	FRG	Calgary	1988	Nordic Combined	Nordic Combined Men's Team	Gold
Elisabeth ""Sissy"" Schwarz (-Bollenberger)	AUT	Cortina d'Ampezzo	1956	Figure Skating	Figure Skating Mixed Pairs	Gold
Wolfgang Schwarz	AUT	Grenoble	1968	Figure Skating	Figure Skating Men's Singles	Gold
Reinhard Schwarzenberger	AUT	Nagano	1998	Ski Jumping	Ski Jumping Men's Large Hill, Team	Bronze
Barbara Ann Scott (-King)	CAN	Sankt Moritz	1948	Figure Skating	Figure Skating Women's Singles	Gold
Rebecca ""Beckie"" Scott (-Wadsworth)	CAN	Salt Lake City	2002	Cross Country Skiing	Cross Country Skiing Women's 5/5 kilometres Pursuit	Gold
Rebecca ""Beckie"" Scott (-Wadsworth)	CAN	Torino	2006	Cross Country Skiing	Cross Country Skiing Women's Team Sprint	Silver
Brent Seabrook	CAN	Vancouver	2010	Ice Hockey	Ice Hockey Men's Ice Hockey	Gold
Gordon Peter ""Pete"" Sears	USA	Sapporo	1972	Ice Hockey	Ice Hockey Men's Ice Hockey	Silver
Louis John Secco	CAN	Oslo	1952	Ice Hockey	Ice Hockey Men's Ice Hockey	Gold
Erik Daniel Sedin	SWE	Torino	2006	Ice Hockey	Ice Hockey Men's Ice Hockey	Gold
Erik Daniel Sedin	SWE	Sochi	2014	Ice Hockey	Ice Hockey Men's Ice Hockey	Silver
Lars Henrik Sedin	SWE	Torino	2006	Ice Hockey	Ice Hockey Men's Ice Hockey	Gold
James Walter ""Jim"" Sedin	USA	Oslo	1952	Ice Hockey	Ice Hockey Men's Ice Hockey	Silver
Helmut Seibt	AUT	Oslo	1952	Figure Skating	Figure Skating Men's Singles	Silver
Beat Seitz	SUI	Nagano	1998	Bobsleigh	Bobsleigh Men's Four	Silver
Katja Seizinger (-Weber)	GER	Albertville	1992	Alpine Skiing	Alpine Skiing Women's Super G	Bronze
Katja Seizinger (-Weber)	GER	Lillehammer	1994	Alpine Skiing	Alpine Skiing Women's Downhill	Gold
Katja Seizinger (-Weber)	GER	Nagano	1998	Alpine Skiing	Alpine Skiing Women's Downhill	Gold
Katja Seizinger (-Weber)	GER	Nagano	1998	Alpine Skiing	Alpine Skiing Women's Giant Slalom	Bronze
Katja Seizinger (-Weber)	GER	Nagano	1998	Alpine Skiing	Alpine Skiing Women's Combined	Gold
Teemu Ilmari Selnne	FIN	Nagano	1998	Ice Hockey	Ice Hockey Men's Ice Hockey	Bronze
Teemu Ilmari Selnne	FIN	Torino	2006	Ice Hockey	Ice Hockey Men's Ice Hockey	Silver
Teemu Ilmari Selnne	FIN	Vancouver	2010	Ice Hockey	Ice Hockey Men's Ice Hockey	Bronze
Teemu Ilmari Selnne	FIN	Sochi	2014	Ice Hockey	Ice Hockey Men's Ice Hockey	Bronze
Larisa Yuryevna Seleznyova (-Makarova)	URS	Sarajevo	1984	Figure Skating	Figure Skating Mixed Pairs	Bronze
Maria Helena Selin	FIN	Nagano	1998	Ice Hockey	Ice Hockey Women's Ice Hockey	Bronze
Aleksey Nikolayevich Seliverstov	RUS	Torino	2006	Bobsleigh	Bobsleigh Men's Four	Silver
Domenico Semeraro	SUI	Lillehammer	1994	Bobsleigh	Bobsleigh Men's Four	Silver
Valentyna Oleksandrivna ""Valj"" Semerenko	UKR	Sochi	2014	Biathlon	Biathlon Women's 4 x 6 kilometres Relay	Gold
Viktoriya Oleksandrivna ""Vita"" Semerenko	UKR	Sochi	2014	Biathlon	Biathlon Women's 7.5 kilometres Sprint	Bronze
Viktoriya Oleksandrivna ""Vita"" Semerenko	UKR	Sochi	2014	Biathlon	Biathlon Women's 4 x 6 kilometres Relay	Gold
Anatoly Anatolyevich Semyonov	URS	Calgary	1988	Ice Hockey	Ice Hockey Men's Ice Hockey	Gold
Peter Sendel	GER	Nagano	1998	Biathlon	Biathlon Men's 4 x 7.5 kilometres Relay	Gold
Peter Sendel	GER	Salt Lake City	2002	Biathlon	Biathlon Men's 4 x 7.5 kilometres Relay	Silver
Reinhold Senn	AUT	Innsbruck	1964	Luge	Luge Mixed (Men)'s Doubles	Silver
Seo Ho-Jin	KOR	Torino	2006	Short Track Speed Skating	Short Track Speed Skating Men's 5,000 metres Relay	Gold
Seong Si-Baek	KOR	Vancouver	2010	Short Track Speed Skating	Short Track Speed Skating Men's 500 metres	Silver
Seong Si-Baek	KOR	Vancouver	2010	Short Track Speed Skating	Short Track Speed Skating Men's 5,000 metres Relay	Silver
Elwira Teresa Seroczyska (Potapowicz-)	POL	Squaw Valley	1960	Speed Skating	Speed Skating Women's 1,500 metres	Silver
Kelsey Serwa	CAN	Sochi	2014	Freestyle Skiing	Freestyle Skiing Women's Ski Cross	Silver
Frantiek evk	TCH	Grenoble	1968	Ice Hockey	Ice Hockey Men's Ice Hockey	Silver
Erik Oskar Severin	SWE	Chamonix	1924	Curling	Curling Men's Curling	Silver
Blaine Nathaniel Sexton	GBR	Chamonix	1924	Ice Hockey	Ice Hockey Men's Ice Hockey	Bronze
Gabriele Seyfert (-Rger, -Messerschmidt, -Krner)	GDR	Grenoble	1968	Figure Skating	Figure Skating Women's Singles	Silver
Karl ke Seyffarth	SWE	Sankt Moritz	1948	Speed Skating	Speed Skating Men's 1,500 metres	Silver
Karl ke Seyffarth	SWE	Sankt Moritz	1948	Speed Skating	Speed Skating Men's 10,000 metres	Gold
Maksim Andreyevich Shabalin	RUS	Vancouver	2010	Figure Skating	Figure Skating Mixed Ice Dancing	Bronze
Vladimir Nikolayevich Shadrin	URS	Sapporo	1972	Ice Hockey	Ice Hockey Men's Ice Hockey	Gold
Vladimir Nikolayevich Shadrin	URS	Innsbruck	1976	Ice Hockey	Ice Hockey Men's Ice Hockey	Gold
Sergey Semyonovich Shakhray	URS	Lake Placid	1980	Figure Skating	Figure Skating Mixed Pairs	Silver
Viktor Ivanovich Shalimov	URS	Innsbruck	1976	Ice Hockey	Ice Hockey Men's Ice Hockey	Gold
Brendan Frederick Shanahan	CAN	Salt Lake City	2002	Ice Hockey	Ice Hockey Men's Ice Hockey	Gold
Doug Sharp	USA	Salt Lake City	2002	Bobsleigh	Bobsleigh Men's Four	Bronze
Patrick Sharp	CAN	Sochi	2014	Ice Hockey	Ice Hockey Men's Ice Hockey	Gold
Francis John ""Frank"" Shaughnessy, Jr.	USA	Garmisch-Partenkirchen	1936	Ice Hockey	Ice Hockey Men's Ice Hockey	Bronze
John Amos ""Jack"" Shea	USA	Lake Placid	1932	Speed Skating	Speed Skating Men's 500 metres	Gold
John Amos ""Jack"" Shea	USA	Lake Placid	1932	Speed Skating	Speed Skating Men's 1,500 metres	Gold
James Edmund ""Jim"" Shea, Jr.	USA	Salt Lake City	2002	Skeleton	Skeleton Men's Skeleton	Gold
Timothy Kane ""Tim"" Sheehy	USA	Sapporo	1972	Ice Hockey	Ice Hockey Men's Ice Hockey	Silver
